event_name,user_pseudo_id,user_id,package_id,package_name
select_item,56B97E07B13342BEAF7938960815EB58,179862,1,Basic Lunch
select_item,56B97E07B13342BEAF7938960815EB58,179862,1034,Oh! Salad
select_item,56B97E07B13342BEAF7938960815EB58,179862,636,Mentai Rice
select_item,56B97E07B13342BEAF7938960815EB58,179862,1504,Mini Bekal Bunda
select_item,56B97E07B13342BEAF7938960815EB58,179862,1034,Oh! Salad
select_item,56B97E07B13342BEAF7938960815EB58,179862,18,Deluxe Lunch
select_item,5B726D6430014A718256ABB6E94DCD51,50014,18,Deluxe Lunch
select_item,5B726D6430014A718256ABB6E94DCD51,50014,75,Hemat Nusantara
select_item,5B726D6430014A718256ABB6E94DCD51,50014,780,The Wholy Beef Bowl
select_item,5B726D6430014A718256ABB6E94DCD51,50014,780,The Wholy Beef Bowl
select_item,5B726D6430014A718256ABB6E94DCD51,50014,1525,Tasty II
select_item,5B726D6430014A718256ABB6E94DCD51,50014,1529,Yummy
select_item,5B726D6430014A718256ABB6E94DCD51,50014,1527,Delight
select_item,5B726D6430014A718256ABB6E94DCD51,50014,1530,Treats
select_item,5B726D6430014A718256ABB6E94DCD51,50014,1528,Savoury
select_item,5B726D6430014A718256ABB6E94DCD51,50014,1504,Mini Bekal Bunda
select_item,5B726D6430014A718256ABB6E94DCD51,50014,924,Bekal Bunda
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,368,Serantang Bersama - Lunch by Caterspot
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,1361,Rantang Rumahan
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,95,Tastylicious Lunch
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,479,Chinese Wok
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,780,The Wholy Beef Bowl
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,924,Bekal Bunda
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,851,5 Days FIT Package
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,1269,Yoshio
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,1531,Paket Makan Siang Dap0er Lusi
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,355,Tastylicious Rantangan (2-3 pax) - Lunch
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,368,Serantang Bersama - Lunch by Caterspot
select_item,5C55C23D841947E3B6BF0F807F5191E6,69904,355,Tastylicious Rantangan (2-3 pax) - Lunch
select_item,5DC32AF39E4B47CEB7DA7E380AE332F9,162434,20,Healthy Lunch
select_item,5DC32AF39E4B47CEB7DA7E380AE332F9,162434,20,Healthy Lunch
select_item,5DC32AF39E4B47CEB7DA7E380AE332F9,162434,125,DKI Catering
select_item,63766AFAE18D4081A98398AF79F60933,62573,206,D'Lunch by d'Sun
select_item,63766AFAE18D4081A98398AF79F60933,62573,18,Deluxe Lunch
select_item,63766AFAE18D4081A98398AF79F60933,62573,20,Healthy Lunch
select_item,63766AFAE18D4081A98398AF79F60933,62573,785,Salad & Buah Potong
